ad_id,viewCount,publishedAt,categoryId,retention
-dijLfVawWM,399997,75903,24,0.4317599067599067
-dobAeQEhFc,166117,47902,19,0.024452554744525547
-fIGQ1coz6U,348461,51708,22,0.6961876832844575
-i47PTM9ozA,226728,36018,24,0.09180327868852459
-kkvUJzMs3g,91033,39269,26,0.06010638297872341
-l6axXwXTVc,85067,55610,27,0.06929824561403508
-mjARh9MiOM,956408,647,17,0.4971050454921423
-mu2ynXNKFU,494715,25163,26,1.0
-nEOwKmQrF4,21549,68564,19,1.0
-pN7llfLrIs,33555,18068,22,0.1787878787878788
-q_NylMoGag,1018226,66536,20,0.5201117318435754
-rxN4tyABYI,27309,83064,26,0.12596153846153846
-soqJ41evVw,95239,50131,22,0.3454918032786885
-u-7PyXiIdQ,109586,82660,24,0.5526881720430107
-uD9-s7zHOc,6892,76882,26,0.07866666666666668
-un-bGJBSRM,14792,64890,24,1.0
-uv4EannEWY,142454,68546,28,1.0
-vw4jF8TBT0,21151,2020,24,1.0
-xQ4Ss3uBvA,253,61008,22,1.0
-xxbzc6TRuI,252762,78562,22,0.11524896265560165
0-OeZssttqc,219067,43212,20,0.06080402010050251
00Znffpog6k,2926489,17224,10,0.025295508274231677
00iqoDmmKoE,148947,62757,24,0.18870967741935482
00mfi8dj3P8,22591,60362,22,0.10754716981132076
00tvuYNtwG8,4180,61339,19,1.0
0391tHbYHcM,253205,78263,19,1.0
04m6EiDO5MQ,51678,46060,22,1.0
05y37r3rBZM,4014450,85427,28,0.2622138432534339
0806XxrqLh0,1233417,56839,19,0.2767676767676768
087gyHcd2KM,461191,25523,25,0.1870967741935484
08rtQpDtTMo,142505,18172,17,0.065
09Oo5Ny_jhU,76011,28801,17,0.58671875
09ls2ZEWo8s,279342,69978,26,0.41428571428571426
0C9Dd1EbPKw,10609,66419,26,0.048091603053435114
0DIIeGI815M,210016,50340,28,0.06161616161616161
0FN5GlCS2Ww,266787,68610,1,0.4615591397849463
0FOe9swWzTk,103969,71112,10,0.0420353982300885
0HWNCqdrNl8,61375,64421,24,0.3696217494089834
0IWnOXnyA6M,517787,9866,22,0.6920754716981132
0JQTqKEHumk,24196,65050,28,0.026970954356846474
0KYcw-UK-wU,1488,45452,22,0.21034482758620687
0LHPAWS3FOs,26693,49749,19,1.0
0LeuashWpFI,2,59272,17,1.0
0LfM9ZPGmVY,1973390,66898,22,1.0
0N140gZp7zE,64,64849,19,1.0
0Oq6X4dcTJM,37066,34354,2,0.5709677419354838
0Osupn5NIn0,30950,71216,23,0.03367697594501719
0P0VC_UMIcI,30284,26425,26,0.22580645161290322
0PL-KBG15pQ,1164503,49677,24,0.7510714285714286
0PXSURoTikA,1455297,73292,19,0.5865538166719898
0QpbNy_h2i8,1211698,60679,26,0.08082191780821918
0Qq5-TeKK18,129189,46313,24,1.0
0RAlHmLA3ik,68906,19216,17,0.0584070796460177
0Sq9yjCamzQ,1035514,52391,27,0.7161290322580646
0Th_i4x5hqw,3042435,69637,19,0.3616338338614134
0TlVFWHeJ30,226816,69547,22,0.6277511961722487
0Uc4LK630Ks,82584,44050,29,0.45694444444444443
0VJUDNUs1sQ,102874,52643,28,0.5688524590163935
0V_5j-dw0bE,114187,55746,10,0.0952
0Y8okuMcB68,82482,61580,10,0.050434782608695654
0Z8eZJ0ll50,66549,14511,20,0.3090909090909091
0ZQtaogpjx0,3901926,57219,28,0.1774193548387097
0ZVXbu86vCI,115984,75944,24,0.11551724137931035
0_lzpfc_9dc,314213,14069,2,0.12309027777777778
0_rMdzeNvyw,237327,71383,27,0.1903225806451613
0a4VbR-zrPk,267142,67103,24,0.5651612903225807
0cEoRMpVjkU,512495,51389,25,0.5150537634408602
0eVGiclANSI,830142,43476,17,0.37448888888888887
0esFf6XiMeg,108314,45296,24,0.5783783783783784
0fmTPPMjnt0,170402,7586,24,1.0
0hUfQymkZ6o,201413,45159,10,0.04556650246305419
0i0iQmjcH_4,257709,59697,24,0.12608695652173912
0iZ_bBBFiMU,100703,43745,28,0.5049382716049383
0kBjb1yfabI,4637629,57512,17,0.08254545454545453
0lAfZkRFWio,32067,78909,24,0.7557575757575757
0lz3mAVkatQ,1042583,22885,22,0.4802656546489564
0nFQcDQKxWE,555559,69117,22,0.051181102362204724
0nI5aMIyTMQ,210370,51416,24,0.0481203007518797
0ozhlZWENVg,1351873,53423,22,0.3316949152542373
0pOV0W17C-I,93172,51399,23,0.3258064516129032
0pX-6LuDa_8,228570,797,24,1.0
0ps_QdKIv8E,153234,80468,2,0.5714285714285714
0snyrztctGY,119963,53125,2,0.6193548387096774
0tib2AAa9RA,100101,46147,17,0.2074074074074074
0uyOGw1_lII,3628017,18476,20,0.4225806451612903
0vgp5FbFlQg,113040,43831,22,0.2838709677419355
0w1NWn8LFCs,14713,78157,27,1.0
0wjS5LXlTmQ,145226,67745,17,0.14175531914893616
0xyHRjGR-Js,1744506,54209,24,0.3426624737945493
0y-Y1vCdopg,1432051,29989,24,0.649820788530466
0y87sLTsxvY,1890785,68491,24,0.5673913043478261
0zG3DKUQXYc,2904687,58534,26,0.37692307692307697
0zaEYe47WHA,51131,63873,26,0.021942446043165465
0zmO0QSyGEU,110869,13074,10,0.11198347107438017
1-n0MnwQ6s4,367264,77811,24,0.24193548387096775
10LTude-91I,124302,8276,22,0.6200854700854701
119dfkmRjVU,130,7270,23,1.0
11Adk9Lw8Ik,53361,80583,24,0.5145408163265306
142T6oMLBk4,23998,85044,26,0.17705627705627705
14aFY4Ktc8M,223447,72661,17,0.0489010989010989
14odKxMqUFM,135744,78544,25,0.18860759493670887
15UkleycChM,107199,69778,10,0.46221198156682025
16tVtORKGOs,6000590,64233,28,0.1916725476358504
17BeQrjmaA4,6047885,50431,1,0.475974025974026
17TqvGF2oYc,5466448,75797,24,0.20001553070642528
17WQN8hUPy0,49859,63258,24,0.9375
18gtkUqePpk,1913148,77876,27,0.5987318840579711
18qgXw8PUB0,652830,83035,29,0.3266666666666666
18uXBunFb30,38824,80241,24,0.40714285714285714
18z8p1XX90o,159943,55834,17,0.22741784037558685
19RaLK467vA,82650,77739,24,0.7619047619047619
1AnD-H1bwBg,22638,68621,17,0.2905405405405405
1CjhiWn43-I,168844,59786,22,0.06777777777777777
1D7U-4eR3xk,5473,56011,23,0.24692307692307694
1DHwzxX7iDQ,9666320,78642,17,0.5736805066854328
1DTP4vtWPxE,645142,36995,1,1.0
1EUD-FLdTso,35974,65291,24,1.0
1FTMQoQPILQ,8210,80150,28,0.05111111111111111
1HY8MRC4Sw4,137789,52019,17,0.20555555555555557
1Hj5cssLYQE,87355,40885,24,0.055200000000000006
1I9v-cQSK-M,53133,48159,26,0.28378033205619413
1J9HTfS67MI,739987,73756,1,0.7277777777777777
1KVQ-rpJq5s,3360762,61386,24,0.3090839008094565
1LQ3oIEFgKI,199015,47169,28,1.0
1MuWPsVcSyw,251934,26303,28,0.18363636363636363
1N8KpMJUDLw,122721,49366,27,0.02766990291262136
1NFjD_pwJRc,29609,49201,22,0.28064516129032263
1OYBR2nJR74,569035,53770,2,0.5335106382978724
1P2-fb8PWx8,12834,67445,22,0.05408163265306122
1P22LIMmIPE,545070,47137,24,0.24469063545150502
1PlGibsfCD8,591670,1839,24,0.3072
1RRfeL5wUWg,54463,54003,22,0.25483870967741934
1S6sV8eqcKY,81498,47961,27,0.5206349206349206
1UGWMDGA6_E,1954424,84969,22,0.6240810202550638
1UOnZNvBFVY,28256,73381,28,0.03179611650485437
1W0uswCW1ew,66965,5209,24,0.038410596026490065
1WQYLvbGFC0,236836,1508,22,1.0
1ZA-5n2PLQo,2210519,63055,1,0.5359543010752688
1_ULJzBsZ4A,7366194,55064,1,0.12909392319873317
1_Z0H_nSmMs,338591,78718,24,0.5526881720430107
1anWeO42dfQ,84236,54005,24,0.9155
1b-3ImvSios,70651,70275,22,0.2719298245614035
1bRE9-TiwWM,133194,51667,23,0.5522580645161289
1c1f6Zpzt7c,4684665,83372,20,0.41471234079929736
1cquFh1X0rk,87516,61260,10,0.025296442687747035
1czwjWbyIkg,3450,5555,27,0.09076923076923077
1dLuvKjl15E,2012744,81386,2,0.5569597878921786
1dZDsRhsECo,34422,74217,27,0.014795918367346938
1fMjQttld5U,1733847,72030,10,0.02178988326848249
1g-_Prnb0wQ,779520,54602,24,0.33602150537634407
1gIQxlwesvE,616784,85810,22,0.7741935483870968
1hDVTrdBbEY,868753,70191,24,0.7489795918367346
1haQ1-zhEcY,22583,66719,22,0.030097087378640773
1jQflRvMjnQ,75964,66990,17,1.0
1kVFSWJlSno,75556,62378,22,0.49354838709677423
1l7qz0iy2Ms,7856,50457,28,0.09740259740259741
1lMsodZQKgM,210644,62929,26,0.4412483039348711
1luxIz5ejKU,10378,55244,19,0.034375
1mMul7zly6M,330897,76688,24,0.24361702127659574
1nPjlChj8is,161373,50771,26,1.0
1nihsi5qNJA,13675,56632,22,1.0
1ocMH1PmSKI,274095,42623,17,0.3026315789473684
1p-rjQRztc4,1447346,71829,2,0.5977880184331797
1rLATLT67Q4,16213,77063,25,0.2559322033898305
1sHe69YcCB0,39858,50893,2,1.0
1tEJloD22qg,160767,47204,26,0.6749999999999999
1tQ50XFif44,1986103,73936,28,0.5621375310687655
1uHqkddf6EY,318717,83896,25,0.6365591397849463
1uo-1K_4ThI,238619,48505,22,1.0
1v1JJ24MvcU,301636,60723,10,0.42903225806451617
1wP8iK8xoC0,2334776,22682,24,0.19291666666666668
1y7AVH2zy3Y,11172,63140,24,0.026442307692307692
1yRQUq06iRw,2421120,82152,24,0.5737500000000001
1z9HDUHQEBM,522325,64843,10,0.5103448275862069
20Ap5CHx-V0,3497560,67078,2,0.30464733542319755
20GapoiKe0o,96990,50007,26,0.3343873517786561
23IXpGPVkAg,48511,77195,22,0.5153846153846154
24LXKI4eaAM,186507,69386,24,0.3675141242937853
24mh8Un9Nb4,209928,10348,22,0.0985294117647059
25FoCLYJ7qQ,283482,51546,24,0.14666095890410957
25YQTujF3zM,13013,78595,2,0.03987730061349693
25tGhmeWVLs,913782,80990,23,0.20687830687830688
266Qm_u6BH0,17898,39159,10,0.026991150442477876
2763ijT4ynU,39772,65994,27,0.19062500000000002
27hmFDDM6p4,49449,2248,10,0.029957805907172994
28C_3g1gukw,36178,85335,24,0.08796992481203009
28bJjp3Po-A,8770703,77526,24,0.6449596774193548
28vaVK3ZDgI,315161,1893,24,0.715612648221344
2ANThCNCH6U,556603,40847,26,0.10784313725490197
2BORSAnOwYE,39728,67234,24,0.23958333333333334
2BRNfY6ixR0,148351,81550,24,0.5409672830725463
2BbsZXgXgZE,1245772,41064,19,0.020817843866171002
2Dc4P8kcXUw,525692,44086,10,0.05598290598290598
2DoKZyTa9Os,601835,60676,28,0.4026891807379612
2EBtQQceJWU,1321197,56891,17,0.14392707563439272
2F5SISmAyBs,1104144,82584,26,0.6608519269776876
2FsdZQRULzc,437973,68425,24,0.15401360544217688
2H_gIxmvkY4,12316,80466,19,0.2799457994579946
2HwI0yhh5UA,702854,77172,24,1.0
2HxLjKELjpg,10310,62641,22,1.0
2I3sYioQuxs,80092,15581,2,0.04178571428571428
2IYRgZMiqN0,1947991,66047,22,0.5129032258064516
2IctGuZEDTg,3072,62951,22,0.03192488262910798
2JSBm7SwLeg,30538,45571,23,1.0
2KOcjt9tE0I,72595,52578,17,0.03735632183908046
2LzCrGhG9UY,2599339,15355,22,0.763599706744868
2MglgbAndng,7492,25934,2,1.0
2N5Xf-8HZls,1874757,63651,2,0.3417112965500062
2NgnThvP0cM,83953,61351,25,0.1903225806451613
2OeLTvCHXes,150513,45891,15,0.09567251461988306
2PzIm42cs08,34163,71200,22,0.4589285714285714
2QKGHdBTk3Q,107138,62172,28,0.66848635235732
2RN-58pmdik,533477,12124,27,0.4043386243386244
2UzsDhD791U,2669078,1147,24,0.27340558292282435
2VFg9Q9vRLo,9250,3554,10,0.04030769230769231
2W1KffsIUXs,997208,68137,26,0.23438743918620084
2XVhF1hU_5o,1627237,7200,24,1.0
2YU4FhD7OxY,130872,49970,22,0.09754098360655737
2ZoOBC0-W9U,1271516,80909,1,0.3957845433255269
2aZs6znOx3c,2664828,37608,22,0.7737499999999999
2azSJDWCzsU,2147515,76223,24,0.23363724029104935
2cm0appcXME,1467552,71886,2,0.976094470046083
2dPSHSm1k_0,569769,76436,26,0.048161764705882355
2eAeKhbBMZg,212967,70684,26,0.6130805687203791
2fxtps8N9Fc,183466,57814,2,0.6757322175732218
2iZxujX_MqA,147507,67076,24,0.8286738351254479
2j7nww0Gi_o,139991,54554,17,0.058745874587458745
2jbB8UPIX3s,101007,40557,22,1.0
2kQwhFkprVo,54848,63778,22,1.0
2keOEvd8Ud4,17485,34321,22,0.56875
2lPYgcPPky8,9555846,18036,10,0.35164319248826287
2nkIp4eBJ5c,131,61081,22,1.0
2ovx88Ai2iA,22968,71543,28,0.2602272727272727
2pBLYKpjZVw,5433,2374,26,0.57375
2phI2Qw_ets,61937,79261,10,1.0
2rEWlsR2xK8,1033728,64646,2,0.6716129032258065
2rEnwiCqrcA,126080,76700,24,0.37663043478260866
2rYwSROOXsM,3666,77296,26,1.0
2r_SS5OxIwg,24912,10976,24,0.04176470588235294
2s41YRjsSGI,1426991,73478,27,0.2139784946236559
2sEhjlcBA_A,637876,74915,1,0.73984375
2sYlI1BJUow,9969,55617,27,0.15144927536231886
2tPYK_BuSZg,46747,64274,24,0.3047619047619048
2twy7rY99_c,104869,18775,10,1.0
2vBtvw_XkQM,49149,5555,28,0.15208333333333332
2wqCKC0_IHg,83628,57297,24,0.459375
2xt27xT0oxs,77574,81125,23,0.6820936639118457
2yGMULQptGk,528712,83430,10,0.07248743718592965
3-J_gdczxfc,33907,35522,28,0.02119205298013245
3-n9sVlyc1Q,288578,76011,1,0.07111111111111111
31smJSb973g,502661,46811,2,0.9813471502590674
32UBKxtmUcE,126533,53502,27,1.0
336T5imTCIo,10956,43135,10,1.0
349jAkUrm74,475223,61113,22,0.25935312499999996
34N7kZXDX08,178972,57003,2,0.6875
34qK4wEE5pE,32440,74484,23,0.0630057803468208
35f0VmG2qTM,288042,82931,24,0.7114583333333333
35fYMOj4iMs,1115967,45329,24,0.43251612903225806
35gwcoZWVeY,187504,12162,26,0.03909313725490196
35sS1WdHST4,99004,56003,25,1.0
3666NkyMqMc,16908,67832,27,0.06860465116279069
36PD1IbiSQM,573107,72136,17,0.06691729323308271
36xZ9FEKC18,151848,82958,24,0.5070564516129032
373WD93WnzQ,1163130,48759,24,0.848494623655914
37FU20zkHes,1088005,42333,24,0.6351851851851851
380jcGF2_js,237090,76691,26,1.0
38iveE_nMps,12661,47646,24,0.3295804794520548
39cbbedhU2g,1045719,69243,26,0.4854838709677419
3AkwQx0A4mg,59529,15916,10,0.03037974683544304
3Bf-9drtWcU,52443,71127,10,0.482991202346041
3CfR3Z5AI-Q,301299,48608,24,0.61328125
3Dm2pw0bxdI,4649,62468,22,0.684516129032258
3E2fBRXnM1s,113887,63616,28,0.13163841807909604
3E5XpA4BhAc,1869289,912,24,0.5074074074074074
3EkuA9GaS2M,106240,44994,28,0.04052631578947369
3FrNk8JzimA,356200,39517,28,0.16615384615384615
3GSrgDMY4Pk,145260,74098,24,0.5854070660522274
3IVFUzsyCm8,58776,55151,27,0.8050420168067227
3Jr6Xfchb5I,95076,71363,24,0.2469758064516129
3KHzr_u6srM,2020846,38055,26,0.6222222222222222
3M6939BhQNk,276255,80536,2,0.02217898832684825
3ME2XO0tbFM,357209,56698,24,0.31058526011560694
3MaE9v7KVqM,35014,59728,22,0.03665480427046264
3MdLfC2511I,13981,49204,27,0.2782608695652174
3O4bT59Y7AA,1031748,33099,1,1.0
3P4UNcTS6Bg,14699383,76253,28,0.44477611940298506
3P_QSRGfaQs,44480,74066,10,0.1111111111111111
3QRNPuIobzA,63410,68776,27,0.05570175438596491
3QvlmFx16IE,1525297,22016,28,0.11475409836065574
3RR9lYUdZWU,29089,66915,27,1.0
3SVLNOOaKRI,128555,55385,1,0.5512820512820513
3Sru5Qol8lE,34064,38968,10,0.049999999999999996
3VMS3_781zc,37825,61340,27,0.09655172413793103
3X2zA4xT7AA,819775,54404,17,0.37242921013412816
3XBcqg0iUus,2018679,76566,27,0.27901545095220986
3Yiu6OjMsYk,409830,66432,26,0.039935064935064934
3_AsWk2sHOw,1122583,83146,23,0.6037429378531073
3a2MQ0l-ziA,92510,84387,22,0.07959183673469387
3a4hg1BBlbg,11635,82372,28,0.19333333333333333
3apaJWWp9e0,788255,79315,28,0.6032258064516128
3c6TP4ARDJE,3063507,970,24,0.16958042913762472
3cByBHhWltg,1940729,67230,22,0.8007621951219511
3cuXPihF0XY,779898,18353,22,0.44976958525345617
3d-tBHayyvM,1532138,69376,24,1.0
3dO_RlffyrQ,22582,74824,27,0.11057692307692307
3eKC_iOKJ7E,29146,70509,2,0.5352534562211982
3fBH8gQnG9c,856568,11250,10,0.20102564102564105
3fqf8aOB2yg,28318,71047,2,0.04523809523809524
3gafylo_CYg,1105437,46402,24,0.45061443932411677
3hMQjduZl4w,1971073,43786,25,0.4918610421836228
3hOMcoB-mfc,5605,76456,10,1.0
3i-NqPUPVuE,77610,67122,28,0.06624203821656051
3isC7CcCgU8,118783,46809,10,1.0
3j1IbqofVMA,311825,16011,24,0.3967741935483871
3lVeEqpe4J0,1347229,77551,22,0.786111111111111
3li5h1Zl3jQ,343854,63847,24,0.3905397210430564
3m94_Uv72Mk,30202,69958,22,0.028125
3ofK4ua6oEo,56566,44754,24,0.1870967741935484
3quVYZaBjOw,313872,61948,22,0.4527223719676549
3sR3JhRiO4w,987620,68353,10,0.5167721518987342
3tXQ-B2oXJ8,19558,40465,27,0.04485294117647059
3tqyPU_bTzs,115677,77728,24,0.34935064935064936
3v1AjH0ctZE,2267227,61277,25,0.21129032258064515
3vOvlHDhBEU,145654,67540,26,0.6796774193548387
3w-r7Ibcltw,107449,51500,1,1.0
3yox-ixBJlI,30631,73492,26,0.5148148148148148
3zdztiAPUCg,338309,55996,26,0.1330769230769231
4-XUWuGnJXQ,207947,65198,27,0.10923076923076923
4-e1G3LFbTU,2394787,79410,24,0.6291935483870967
4276CfW5WsE,697467,353,23,1.0
42DmG-_zP3g,29448,63205,29,0.425
42MEmJaYTy8,1684500,5022,1,0.5831858407079646
43XSeZK8q34,87585,8183,19,0.8451612903225806
448eI2DyPVM,22458,28890,24,0.07511312217194571
44CZYEPabZU,22875,8607,22,1.0
44PC37sB_wY,503967,48771,22,0.3691323692992214
45Ud0Wj6msw,143313,78951,24,0.7017369727047147
45bSp8P_a8Q,260302,14234,22,0.4916129032258065
45yJgM8zp1w,965612,77446,24,0.6837500000000001
46HqvYOEcgc,3466466,57838,1,0.17266187050359713
46gzdSW4EHs,813253,47601,28,1.0
473cJ-tE-Is,2011012,10887,24,0.39949266419854657
48U5_4s0FYo,1335671,55700,28,0.4089514066496164
48w1iDNBFeA,99647,35980,22,1.0
49XHuM7-O8A,17568,50148,26,1.0
4AFBM1dJWiU,39959,81166,17,0.02610619469026549
4AIOEIxZDHE,302590,7529,26,0.4637480798771121
4AWWD-NzGdc,219835,25202,10,0.020863309352517984
4Ae63Wnr0kw,52660,52508,24,0.0518018018018018
4BD7TdTGYSs,401025,46589,26,0.3732323232323233
4BtEUg_o89k,21712,71637,24,1.0
4DW9KOIYDEw,17599,31465,10,0.03731343283582089
4Ebur2E0Ctk,182057,63477,29,0.7085185185185185
4Fwr5E896SU,785020,61202,26,0.58
4GOFKNsP_cg,197989,75702,26,0.22696629213483147
4Gn4YAUgU3A,286211,55006,1,0.11487603305785123
4H2HdZXZLTE,20678,82277,10,0.06923076923076923
4I7OoxaBdAg,25347,16963,22,0.14801136363636364
4JZ8_XQNJWA,365782,78168,26,0.5313681868743048
4JeR_e5PNFg,8778,43998,19,0.5064516129032258
4JmDPKq0_8A,86797,83670,20,0.6883333333333332
4KQbHy0LIqo,546868,47812,24,0.8013513513513513
4LVk4uKGv9g,634207,79269,10,0.3315846994535519
4M4F6RXGh-s,316108,55174,24,0.32142857142857145
4MxU6IRx7nQ,1544593,62779,1,0.13480589022757697
4OqH1UPlUO0,122622,53910,22,1.0
4PV3Q1yZqno,21337,45266,19,0.34782608695652173
4QACeBkHSS0,3476903,79233,2,0.6014141414141414
4QkeSgBBgAA,141934,61518,27,1.0
4RTFhsz5cHM,915604,63270,17,0.4860294117647058
4Sm171_fjgU,1098578,69143,26,0.24344262295081967
4TlYAK4v-Yc,3179525,3023,2,0.46280504908835907
4UATbMU3cOc,2687363,74096,26,0.6652631578947369
4UQ7J2t3D78,211827,15275,24,0.3375
4UlbcMkaE5k,5827157,22835,28,0.05761904761904762
4VI9EkpGs2k,21,69406,20,1.0
4Vcs_Xm5Cxg,183,50964,24,1.0
4WMFo0HO4iA,140938,28977,10,1.0
4Yy14Bi83_s,58646,41381,10,0.030158730158730156
4Z5L0oLWRlk,820583,82279,22,0.17575510204081632
4_s4Qn_GmH4,9881,51304,26,0.9866666666666667
4aifId7iWwg,246723,65400,24,0.3217717717717718
4cMXWS3iNUE,1939453,70482,22,0.4099905303030303
4dhSsttoRnU,206724,75800,28,0.6222222222222222
4e0DBrRs7XM,981956,69082,24,0.7380645161290323
4eX7TgruJdA,116170,78980,17,0.9613247863247862
4fkFE4qQSR8,54753,70922,27,0.04014084507042254
4gF3Bx43Zx8,1249373,6987,22,1.0
4gIGkWzINJs,105551,61820,28,0.44186666666666663
4hNomT8xwd8,43941,47364,10,0.3564102564102564
4hozDoVyP8A,75595,86317,24,0.022957198443579768
4iZoWyBUpPA,25066,48068,27,0.3186440677966102
4kTHpUzApL0,742790,80812,10,0.48125
4kXfvE2zHpg,23895,45831,24,0.08387096774193548
4kbD1yih998,301569,47053,26,1.0
4lXc9z4CGkY,680133,79129,22,0.6919354838709677
4mwXMFixnrk,9346,34517,22,0.03202247191011236
4ov29DJoi1M,70258,55131,2,0.18974358974358976
4pFDkqdd7ww,17551,46238,1,0.14583333333333334
4pHWZSOz7Pw,174296,50039,2,0.031443298969072164
4pW0WZQjmLA,394645,67470,24,0.5108602150537634
4p_H0Wsljys,172751,4455,24,0.5476923076923077
4qDysqSxG64,883291,54377,1,1.0
4qIGN3Sji60,1629122,46341,24,0.5732258064516129
4rDhL2e97LY,166863,75373,22,0.2848425196850394
4rYcAnpSV00,20772,51375,26,0.2565727699530516
4trPA8VQ8ek,7,83950,22,1.0
4uByhGk9JEE,819409,74120,27,0.13306409588327256
4vtnfiQt_1k,7152,74091,10,0.038157894736842106
4yyrNOUB-rA,4987,15010,22,0.020938628158844765
4zeNy0aggsA,205256,55411,24,0.64
4zvjvpNWdZ4,257204,55014,28,0.0660377358490566
5-21cLnXzaE,174641,13943,28,1.0
5-7QNDvTBiY,27190,52741,22,0.015873015873015872
5-Hv_CGGUYU,217374,65473,24,0.3170265780730897
51KKeb0aulA,5414,69565,22,1.0
52Dnb--Csgo,143325,54245,22,0.863013698630137
52LZS3Kmlp4,4596,53842,10,0.06060606060606061
534F0cCssJI,6700284,78862,10,0.5435828877005348
55dwV0rorhg,573589,11675,22,0.419338768115942
56n8djoT9As,206547,78708,27,0.5164062500000001
5808UduCi7k,764469,58847,17,0.6079241071428572
5AY_Rta1BhM,22908,82803,25,1.0
5Bqkevt0v68,80083,84436,29,0.8258196721311475
5BwzR0dSoXI,51215,55969,10,0.047549019607843135
5CatTT5iinM,1134079,45115,1,0.3203055141579732
5ClONakzw8Y,1705263,51137,22,0.6737903225806451
5D4gekg9bL8,25,64196,10,1.0
5DrEHLBV25o,256321,72433,27,0.730909090909091
5EapuM4zR9w,1218059,53382,22,0.5073234524847428
5FfZhxiALTA,682911,65237,24,0.39916094584286804
5GAN3EgpA9c,101922,53034,17,0.11333333333333333
5GiCj-vTVt0,304053,63980,1,1.0
5JHHTUjrW04,41034,2446,22,0.18562091503267972
5KOZnjOlLOY,327320,54771,28,1.0
5KP2WYIKp_A,136738,5569,24,0.02933130699088146
5Lap9Q6Hl-U,361505,56326,28,0.18870967741935482
5MV7M30t0sE,1157232,47345,28,0.5908695652173913
5NLaDiuy7xI,1857461,83134,24,0.5605555555555556
5PYz2vtcwHQ,468056,46810,22,0.0375
5Pn5AOOlK_Y,365572,70048,24,0.1903225806451613
5QS-DY_XyzY,2887276,36195,1,0.18211624441132637
5S6CrDsOKGQ,13033933,75615,10,0.20466321243523317
5SLNP-sjGJc,375216,9242,2,0.0435374149659864
5VT_tyHLy9Y,166129,33740,2,0.5408450704225352
5W4atps3eig,27181,57393,28,0.13953488372093023
5WgV_jHAr-0,387301,76043,22,0.5862745098039216
5XC_p-bUBB0,7056008,76687,1,0.491390562248996
5XsxmXgnzYI,82680,30812,22,0.06622516556291391
5Z92cd0ih9E,3279725,65879,28,0.4845454545454545
5ZD4a3qDNlk,26755522,5510,26,0.08944444444444445
5_VD0uWI67E,6405,57420,2,0.05083333333333333
5b2fFfw7mE8,272264,64079,22,0.12883597883597883
